Index ,Product Name ,Discounted Price ,Original Price ,Review Counts ,Badge
5397,"
            Handcrafted Mountain Wood Pocket Journals by Autumn Woods, Add a Personalized Engraving for Gifting, Carry it With on Hikes & Camping Trips
        ",30.00,30.00,"
                    (2,797)
                ","
    Etsy’s Pick
"
5398,"
            Red Origami Book Corner, Origami Bookmark, Book Lover Gift, Teacher Gift, Mother’s Day Gift, Birthday Gift, Bookworm Gift, Origami Gift
        ",7.97,7.97,"
                    (270)
                ","
    Etsy’s Pick
"
5399,"
            Bookmarks are for QUITTERS Leather Bookmark | Reader, Teacher, Anniversary, Bookclub, or Book Lover Gift | Valentine's Day Gift
        ",11.00,11.00,"
                    (16,172)
                ","
    Etsy’s Pick
"
5400,"
            Personalized Gift for Him-Custom Guitar Hanger-Christmas Gift-Easy to Mount Hanging Guitar Holder-The Memphis
        ",64.00,64.00,"
                    (1,913)
                ","
    Etsy’s Pick
"
5401,"
            Handgemachtes Notizbuch ""Love""
        ",15.76,15.76,"
                    (572)
                ","
    Etsy’s Pick
"
5402,"
            Leather Notebook A5 Personalized Leather Sketchbook with Unlined 80 sheets(160 pages) Graduation Gift
        ",62.79,89.70,"
                    (49)
                ",No badge
5403,"
            Akai MPC Live 2  Wooden stand/ MPC stand / Akai Mpc Stand/ Synthesizer stand
        ",70.00,70.00,"
                    (858)
                ","
    Etsy’s Pick
"
5404,"
            Leather Notebook Covers Personalized Moleskin Cover Leather Traveler's Field Notes Sleeve Graduation gifts for Men-Women
        ",50.19,71.70,"
                    (49)
                ",No badge
5405,"
            Personalized Advent calendar to fill with your child's name for boys and girls
        ",20.40,20.40,"
                    (4,664)
                ","
    Etsy’s Pick
"
5406,"
            Walnut sculptural guitar stand
        ","2,250.00","2,250.00","
                    (76)
                ","
    Etsy’s Pick
"
5407,"
            New Orleans Map Notebook, New Orleans Travel Journal, Louisiana Map, Custom Name Notebook, A5 Notebook
        ",37.88,37.88,"
                    (609)
                ","
    Etsy’s Pick
"
5408,"
            Folder, A5, personal, 6-fold ring binder system, blueberry, oilskin
        ",45.24,45.24,"
                    (1,784)
                ","
    Etsy’s Pick
"
5409,"
            Vintage Science Book, Student Book, 1939 Book, Zoology Book, Education Book, Chart o Graph Company, Elementary Zoology, Collectible Books
        ",24.50,24.50,"
                    (534)
                ",No badge
5410,"
            Blank Notebook/Journal with Sacred Goddess and Full Moon Illustration, Journal, Diary, Dream Log, Spell Book, Log Book, Artistic Planner
        ",16.00,16.00,"
                    (447)
                ",No badge
5411,"
            Simple Note Pages Bundle - Happy Planner - Lined, Dot Grid, Square Grid - for print or digital planning
        ",2.00,4.00,0,No badge
5412,"
            Abroad by Thomas Crane and Ellen Elizabeth Houghton
        ",0.22,0.22,"
                    (73)
                ",No badge
5413,"
            Retro kitchen, Coloring page, Adult coloring, Cottagecore coloring page
        ",1.13,1.13,"
                    (1,091)
                ","
    Etsy’s Pick
"
5414,"
            12"" Vinyl Record Storage | Album Display | Vinyl LP Holder | Zero-VOC Finish
        ",45.74,48.15,"
                    (1,333)
                ",No badge
5415,"
            Tablet case - Anna (customized e.g. for iPad Air, Samsung's Galaxy Tab S5e, Microsoft's Surface Pro 6, MacBook Air / Pro 13"" inch)
        ",54.42,54.42,"
                    (771)
                ","
    Etsy’s Pick
"
5416,"
            Roses Journal, Handmade Diary, Travel Notebook, Old Paper, Flowers Book, Gift For Her, Romantic Cute Style, Vintage Roses, Flora, Botany
        ",33.91,33.91,"
                    (831)
                ","
    Etsy’s Pick
"
5417,"
            Wooden Trumpet Baby Whistle Kids Musical Toy Instruments Wood Montessori Instruments Baby Toy Gift for Toddler Music Toy Handmade Canada
        ",12.43,12.43,"
                    (489)
                ","
    Etsy’s Pick
"
5418,"
            Keepsake Travel Journal | Vacation Memory Book | Gift for Traveler | Travel Lover Gift | Vacation Photo Album
        ",48.50,48.50,"
                    (1,245)
                ","
    Etsy’s Pick
"
5419,"
            Personalized Acrylic Monthly Wall Calendar w/ Lists | Collaboration with Grace Start (The Established Home) | Housewarming Gift | Home Decor
        ",145.00,145.00,"
                    (1,326)
                ","
    Etsy’s Pick
"
5420,"
            Pink A5 Journal / Diary - Handmade In England
        ",86.39,86.39,"
                    (154)
                ","
    Etsy’s Pick
"
5421,"
            Palm Springs Weekly Planner Pad
        ",13.02,18.61,"
                    (686)
                ",No badge
5422,"
            Hand Painted Gold Spiral Writing Journal, monochromatic white or black
        ",24.00,24.00,"
                    (741)
                ","
    Etsy’s Pick
"
5423,"
            Personalised Leather Bookmark for Kids | Bookmark with Child's Name | Personalised Stocking Filler | Learning to Read Gift Idea for Children
        ",21.27,21.27,"
                    (9,884)
                ","
    Etsy’s Pick
"
5424,"
            Wooden Recipe Book Custom Blank Recipe Binder in Three Sizes Personalized Gift for Mom
        ",20.80,26.00,"
                    (3,570)
                ",No badge
5425,"
            Circle Bubble Topper Custom Bookmark - Teacher Appreciation Gifts - Young Readers - Personalized Presents - Gift for Her, Mom, Grandma
        ",6.00,6.00,"
                    (153)
                ",No badge
5426,"
            All new kindle 6"" 2022 case kindle case cover paperwhite 2021 cover paperwhite 6.8 case kindle 10th 11th Generation Cover Abstract
        ",25.80,32.25,"
                    (11,853)
                ",No badge
5427,"
            How To Sell Products And Rank 1st On Etsy Search Page, Etsy Shop Seller Help Selling Guide, How To Rank On Etsy Shop Seller Handbook
        ",1.99,6.63,"
                    (19,163)
                ",No badge
5428,"
            2000+ Coloring Pages Whole Shop Bundle PLUS Tile Style Posters / Includes Grayscale / Ultra HD images Download ready (evergreen updates)
        ",4.50,14.99,"
                    (21)
                ",No badge
5429,"
            Layers of Geologic History Pocket Notebook - Softcover | Geology Gifts, Tiny Notebook
        ",19.95,19.95,"
                    (11,585)
                ","
    Etsy’s Pick
"
5430,"
            African American Notebook - Black Girl Notebook - Notebooks - Journals and Notebooks - Notebook Journal - African Notebook - Pocket Notebook
        ",6.00,6.00,"
                    (54)
                ","
    Etsy’s Pick
"
5431,"
            Wooden Recipe Book Binder Custom Notebook Gift For Mom From Daughter Personalized Blank Journal
        ",20.80,26.00,"
                    (3,570)
                ",No badge
5432,"
            Cool Canard Doorstop / Bookend. Animal fabrics. flat packed Choice of design Funny doorstops duck decor House warming different gift
        ",27.83,27.83,"
                    (2,138)
                ","
    Etsy’s Pick
"
5433,"
            Jellyfish Hardcover Notebook | Dot Grid Journal, Recycled Notebook, Biology Gifts, Jellyfish Print
        ",34.95,34.95,"
                    (11,585)
                ","
    Etsy’s Pick
"
5434,"
            Daily Planner Notepad, To Do List Notepad, 50 Sheet Planner Notepad, Hourly Planner, Floral Planner, Organization Gifts
        ",12.99,12.99,"
                    (1,186)
                ","
    Etsy’s Pick
"
5435,"
            Springtime Bunnies and Raspberries | green laminated double sided bookmark
        ",3.95,3.95,"
                    (1,369)
                ","
    Etsy’s Pick
"
5436,"
            Vintage Brass Lion Bookends, Lion Head Busts, Man Cave Decor, Gifts for Men
        ",215.00,215.00,"
                    (931)
                ","
    Etsy’s Pick
"
5437,"
            Interactive Lifestyle Journal for Black Women- Affirmations, Self-Care Bingo, Guided Journal, Self-Awareness Prompts, Manifestation & More
        ",17.99,17.99,"
                    (56)
                ","
    Etsy’s Pick
"
5438,"
            Cool Canard Doorstop / Bookend. Fabric duck doorstop. classic blue/white stripe. Funny doorstops. Animal doorstops
        ",27.83,27.83,"
                    (2,138)
                ","
    Etsy’s Pick
"
5439,"
            Himalayan Daisy Recycled Journal with Elastic Band | Notebook | Sketchbook |  Flower Print | 6x8 | Unlined
        ",18.00,18.00,"
                    (27)
                ","
    Etsy’s Pick
"
5440,"
            Seal bookmark /NOT PRINTED/ watercolor seal book marker OOAK
        ",9.06,11.33,"
                    (154)
                ",No badge
5441,"
            Bookmarks
        ",4.85,4.85,"
                    (63)
                ",No badge
5442,"
            Squad Goals Acrylic Bookmarks, Mouse Inspired, Disney, Star Wars Theme, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5443,"
            Engelbert Humperdinck Christmas LP, Orig Shrink!  70s Vintage Vinyl Record Album O Holy Night Silent Night Rudolph Silver Bells. Adorable!
        ",48.99,48.99,"
                    (70)
                ",No badge
5444,"
            Castle Heartbeat Acrylic Bookmarks, Mouse Inspired, Home, Castle Home, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5445,"
            Handmade wooden bookmark, mushroom bookmark, monster bookmark, creepy cute, book lover gift, bookworm gift, handmade book accessory OOAK
        ",22.68,22.68,"
                    (359)
                ","
    Etsy’s Pick
"
5446,"
            Book Page Holder, Blue Forget me nots, Gold flakes, Thumb book Page holder, Book Rest, Gift for reader, Bookworm gift
        ",11.01,12.95,"
                    (870)
                ",No badge
5447,"
            Metal Bookmark Libra. Unique Small Bookish Gift for Best Friend, Avid Readers, Bookworms, Born From About September 22 to About October 23.
        ",22.99,22.99,"
                    (1,296)
                ","
    Etsy’s Pick
"
5448,"
            Rainbow Notebook
        ",6.00,6.00,"
                    (1,373)
                ","
    Etsy’s Pick
"
5449,"
            Hot Pink Daisy Book Page Thumb Holder, Page Rest, Floral Bookmark
        ",11.01,12.95,"
                    (870)
                ",No badge
5450,"
            Book journal | Sage green | Reading log | Book lover gift | reading journal notebook
        ",31.90,31.90,"
                    (115)
                ","
    Etsy’s Pick
"
5451,"
            Retro Cello Genuine Leather Journal / Personalized Vegetable tanned Cowhide Notebook / Personalized Cello Player Gifts
        ",119.00,119.00,"
                    (94)
                ","
    Etsy’s Pick
"
5452,"
            DIY Workbench Plans
        ",8.50,8.50,"
                    (30)
                ","
    Etsy’s Pick
"
5453,"
            Booksleeve - book pouch - book cover
        ",13.61,13.61,"
                    (1,694)
                ","
    Etsy’s Pick
"
5454,"
            Elektron 2-tier Rack Stand For Model Samples and Model Cycles / Synthesizer wooden stand
        ",70.00,70.00,"
                    (858)
                ","
    Etsy’s Pick
"
5455,"
            Personalised Glitter Bookmark, Custom Bookmark with Ribbons, Choose Name and Colour.
        ",15.35,15.35,"
                    (1,305)
                ","
    Etsy’s Pick
"
5456,"
            Real Leather Personalised Engraved Bookmark Gift for Him - Gift for Her - Birthday Gift - Reading Gift - Wedding Anniversary - Custom made
        ",21.35,23.72,"
                    (3,862)
                ",No badge
5457,"
            Contemporary Romance Book Cover -- He Loves Me
        ",82.87,110.50,"
                    (5)
                ",No badge
5458,"
            Nerd Bookends
        ",67.99,67.99,"
                    (7,597)
                ",No badge
5459,"
            A Dream is A Wish Acrylic Bookmarks, Mouse Inspired, Shoes, Glass Slipper, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5460,"
            Flower Bouquet Acrylic Bookmarks, Mouse Inspired, Disney, Star Wars Theme, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5461,"
            Genuine Leather Wrap Journal Cover for Artists and Writers
        ",95.00,95.00,"
                    (76)
                ","
    Etsy’s Pick
"
5462,"
            Cool Canard Doorstop / Bookend. Blue leopard. flat packed Choice of design Funny doorstops duck decor House warming different gift
        ",27.83,27.83,"
                    (2,138)
                ","
    Etsy’s Pick
"
5463,"
            Nesta, Black and Gold Ribbon Bookmark with Charms,Bookish Gift,Book Lover Gift, Reader Gift,Velvet Bookmark,Acosf, Bookish Merch
        ",10.50,10.50,"
                    (968)
                ","
    Etsy’s Pick
"
5464,"
            DIGITAL DOWNLOAD 18 month coloring book, coloring pages for adults, coloring books for adults, coloring calendar, A Brighter Year on Etsy
        ",7.50,7.50,"
                    (652)
                ","
    Etsy’s Pick
"
5465,"
            Travel Bookmark Silk Road, Personalized Small Bookish Gift for Traveler, Avid Reader, Bookworm, China Travel Reading Bookclub Party Favors
        ",28.99,28.99,"
                    (1,296)
                ","
    Etsy’s Pick
"
5466,"
            Bookmark Pince-Nez Eyeglasses, Small Personalized Bookish Gift for Booknerds, Avide Readers, Reading Bookclub Party Favors, Stocking Stuffer
        ",28.99,28.99,"
                    (1,296)
                ","
    Etsy’s Pick
"
5467,"
            Wedding Planning Keepsake Box Gift Set
        ",55.32,55.32,"
                    (882)
                ","
    Etsy’s Pick
"
5468,"
            Custom size leather notebook cover,A5 leather journal cover,Small notebook cover,Engraved journal cover,Travelers notebook cover
        ",31.84,44.22,"
                    (929)
                ",No badge
5469,"
            Calendrier mural 2024 / se (re) centrer
        ",13.98,13.98,"
                    (85)
                ","
    Etsy’s Pick
"
5470,"
            Tablet case - Luise (custom-made for your tablet, e.g. Apple iPad, Samsung Galaxy Tab, Microsoft's Surface, MacBook, Lenovo Tab, Medion)
        ",54.42,54.42,"
                    (771)
                ","
    Etsy’s Pick
"
5471,"
            Lighthouse bookmark in watercolor, original painting of marine lighthouse on bookmark, gift for reader, deco ocean and marine theme, artwork
        ",11.33,11.33,"
                    (893)
                ","
    Etsy’s Pick
"
5472,"
            e-Reader Bag - Gwen (custom-made for your eBook reader e.g. for Kindle, PocketBook, Tolino, Rakuten, Amazon Fire, Kobo and many more)
        ",35.15,35.15,"
                    (771)
                ","
    Etsy’s Pick
"
5473,"
            Cotton Fabric 2024-25 Pocket Calendar
        ",10.50,10.50,"
                    (872)
                ",No badge
5474,"
            Vintage Science Book, Student Book, 1939 Book, Zoology Book, Education Book, Chart o Graph Company, Elementary Zoology, Collectible Books
        ",24.50,24.50,"
                    (534)
                ",No badge
5475,"
            Blank Notebook/Journal with Sacred Goddess and Full Moon Illustration, Journal, Diary, Dream Log, Spell Book, Log Book, Artistic Planner
        ",16.00,16.00,"
                    (447)
                ",No badge
5476,"
            Simple Note Pages Bundle - Happy Planner - Lined, Dot Grid, Square Grid - for print or digital planning
        ",2.00,4.00,0,No badge
5477,"
            Pumpkins and Autumn Trees Bookmark! (double sided)
        ",3.32,3.32,"
                    (2,313)
                ","
    Etsy’s Pick
"
5478,"
            Personalized Leather Field Notes Cover | Handmade Journal Notebook Cover | Rustic Distressed Leather
        ",37.00,74.00,"
                    (177)
                ",No badge
5479,"
            Mother of Bride Gift from Daughter Mother Birthday Gift What I Love About You Mom Leather Journal Wedding Gift for Mom 70th Birthday Gift
        ",19.99,33.32,"
                    (3,234)
                ",No badge
5480,"
            Stationery 3 notebooks and 3 cards with rose and cherry pattern - Editions français Flowers
        ",21.43,21.43,"
                    (19)
                ","
    Etsy’s Pick
"
5481,"
            A5 Fitness Diary | 40 Pages | Pink & Red Big Hearts | Macros | Calorie Counting | Food Diary | Workout Schedule | Water
        ",9.95,9.95,"
                    (2,963)
                ","
    Etsy’s Pick
"
5482,"
            Leuchtturm1917 leather cover,personalized notebook cover for A4,A5, Agenda cover,Travel journal refillable,Custom refillable leather journal
        ",38.00,76.00,"
                    (717)
                ",No badge
5483,"
            Walnut & Leather Guitar Holder Wall Mount.
        ",34.38,40.46,"
                    (785)
                ",No badge
5484,"
            Unique Bookmark Frog Library, Small Personalized Bookish Gift, for Frog Lovers, Avid Readers, Bookworms, Reading Bookclub Party Favors.
        ",28.99,28.99,"
                    (1,296)
                ","
    Etsy’s Pick
"
5485,"
            Original Bookmark Sunset Painting | Acrylic Handpainted Bookmark | Bookish Gift | Gift for Booklovers
        ",18.00,18.00,"
                    (110)
                ","
    Etsy’s Pick
"
5486,"
            Personalized 4"" x 6"" Top bound Notebook Cover, Custom Leather Cover for Rite in the Rain Top Spiral Notebook 4"" x 6""
        ",26.50,26.50,"
                    (2,954)
                ","
    Etsy’s Pick
"
5487,"
            Custom leather journal, engraved journal, monogrammed journal, notebook, gift for her, mom gift, mothers day gift, to do list, peronsalized
        ",18.17,27.95,"
                    (18,225)
                ",No badge
5488,"
            Baby Memory Book and Prayer Journal | Baby Shower Gift for New Mom or Parent | Christening or Baptism Gift | Baby Girl Scrapbook Album
        ",35.00,35.00,"
                    (12,270)
                ","
    Etsy’s Pick
"
5489,"
            Abroad by Thomas Crane and Ellen Elizabeth Houghton
        ",0.22,0.22,"
                    (73)
                ",No badge
5490,"
            Circle Bubble Topper Custom Bookmark - Teacher Appreciation Gifts - Young Readers - Personalized Presents - Gift for Her, Mom, Grandma
        ",6.00,6.00,"
                    (153)
                ",No badge
5491,"
            All new kindle 6"" 2022 case kindle case cover paperwhite 2021 cover paperwhite 6.8 case kindle 10th 11th Generation Cover Abstract
        ",25.80,32.25,"
                    (11,853)
                ",No badge
5492,"
            How To Sell Products And Rank 1st On Etsy Search Page, Etsy Shop Seller Help Selling Guide, How To Rank On Etsy Shop Seller Handbook
        ",1.99,6.63,"
                    (19,163)
                ",No badge
5493,"
            D+H Guitar Co. 'Harlequin' Resophonic Cigar Box Guitar 4 String
        ","1,322.43","1,322.43","
                    (36)
                ","
    Etsy’s Pick
"
5494,"
            Weekly Planner, Tiger Themed Diary, Undated Weekly Planner, Weekly Planner, Tiger Weekly Planner, A5, Spiral Binding
        ",26.57,26.57,"
                    (238)
                ","
    Etsy’s Pick
"
5495,"
            Shrooms Softcover Notebook, Handmade Cottagecore A5 Unlined and Lined Book, Witchy Gothic Unusual, Handmade Eco Friendly Stationery
        ",11.96,11.96,"
                    (319)
                ","
    Etsy’s Pick
"
5496,"
            Personalized Mom Gift, Custom Recipe Book & Stand, Valentine's Day Gift, Mother in Law Gift, Gift for Her, Blank Recipe Book for Her
        ",35.75,65.00,"
                    (445)
                ",No badge
5497,"
            Rocketbook mini cover,Rocketbook executive cover,Rocketbook everlast cover,Personalized leather journal,A5 leather journal cover
        ",31.46,41.95,"
                    (1,153)
                ",No badge
5498,"
            Leather harmonica pouch,Leather harmonica case,Blues harp case,Mouth organ sleeve,Harmonica holder,Harp pocket,Gift for harmonica player
        ",19.84,32.00,"
                    (1,881)
                ",No badge
5499,"
            Perpetual Planner - Clean & Colorful
        ",23.00,23.00,"
                    (1,098)
                ","
    Etsy’s Pick
"
5500,"
            Personalized Acrylic Wall Meal Planner | 12""W x 18""H | Grocery List | Meal Prep | Floating Wall Planner | Kitchen Menu | Healthy Living
        ",68.00,68.00,"
                    (1,326)
                ","
    Etsy’s Pick
"
5501,"
            Toy Car Spiral Notebook - Free Parking
        ",15.88,15.88,"
                    (1,270)
                ","
    Etsy’s Pick
"
5502,"
            A5 Lay flat Dark Green Botanical Print Notebook. Luxury A5 lined journal with page numbers and contents page. Beautiful gift
        ",21.25,26.57,"
                    (2,318)
                ",No badge
5503,"
            Engraved Wood Bookmarks, Book Enthusiast Gift, Book Gift, Floral Bookmarks, Book Lovers, Adventure Book,
        ",5.00,5.00,"
                    (813)
                ","
    Etsy’s Pick
"
5504,"
            Custom Blank Recipe Book Binder Personalized Recipe Journal Housewarming Gift Cookbook Gift for Her Wood Journal Birthday Gift for Hostess
        ",29.90,49.83,"
                    (3,234)
                ",No badge
5505,"
            Hourly Week ,Planner Bundle, Printable Page,Minimalist : Stay organized and Productive all week long
        ",1.55,1.55,"
                    (17)
                ",No badge
5506,"
            Bookmarks
        ",4.85,4.85,"
                    (63)
                ",No badge
5507,"
            Squad Goals Acrylic Bookmarks, Mouse Inspired, Disney, Star Wars Theme, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5508,"
            Engelbert Humperdinck Christmas LP, Orig Shrink!  70s Vintage Vinyl Record Album O Holy Night Silent Night Rudolph Silver Bells. Adorable!
        ",48.99,48.99,"
                    (70)
                ",No badge
5509,"
            Personalized Initial Leather Corner Bookmark Christmas Gift Anniversary gift Personalized Gift
        ",5.00,5.00,"
                    (9,688)
                ","
    Etsy’s Pick
"
5510,"
            2024 Wall Calendar, Full Year Wall Calendar, Calendar Poster, 12x18 Calendar, Botanical Calendar, Earthy Wall Calendar, 2024 Calendar Print
        ",35.00,35.00,"
                    (1,954)
                ","
    Etsy’s Pick
"
5511,"
            GIANT Thanksgiving Coloring Poster or Table Cover | Paper Turkey Tablecloth for School Parties | Fall Party Decorations | 30"" x 72"" inches
        ",25.19,27.99,"
                    (5,101)
                ",No badge
5512,"
            playable copper guitar pick with your initials and message - 7th anniversary gift
        ",20.30,29.00,"
                    (13,179)
                ",No badge
5513,"
            A6 Notepad - Top Priorities - Daily Planner
        ",6.65,6.65,"
                    (2,328)
                ","
    Etsy’s Pick
"
5514,"
            Music instruments for kids Wall board Wooden instruments Percussion instruments  Waldorf Educational Montessori Eco Friendly Learning Play
        ",530.61,589.57,"
                    (35)
                ",No badge
5515,"
            Teacup Mouse Watercolour Bookmark
        ",5.32,5.32,"
                    (137)
                ","
    Etsy’s Pick
"
5516,"
            Premium handmade Leather Journal, Writing Journal, Floral Sketchbook, Personalized Blank Diary, Garden Notebook, Nature Plant Diary
        ",40.00,40.00,"
                    (173)
                ","
    Etsy’s Pick
"
5517,"
            A4 Spiral Notebook Journal, Personalised
        ",22.59,22.59,"
                    (141)
                ","
    Etsy’s Pick
"
5518,"
            Sustainable notebook A5 made of sweet grass paper - Pride Collection notebook Nari ""Sunlight"" (dotted)
        ",22.56,22.56,"
                    (1,471)
                ","
    Etsy’s Pick
"
5519,"
            Aquarius Astrology Journal • 180-page Lined Astrology Sign Journal
        ",18.88,18.88,"
                    (58)
                ","
    Etsy’s Pick
"
5520,"
            A5 Spiral Notebook Journal, Personalised
        ",18.61,18.61,"
                    (141)
                ","
    Etsy’s Pick
"
5521,"
            Castle Heartbeat Acrylic Bookmarks, Mouse Inspired, Home, Castle Home, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5522,"
            Contemporary Romance Book Cover -- He Loves Me
        ",82.87,110.50,"
                    (5)
                ",No badge
5523,"
            Nerd Bookends
        ",67.99,67.99,"
                    (7,597)
                ",No badge
5524,"
            A Dream is A Wish Acrylic Bookmarks, Mouse Inspired, Shoes, Glass Slipper, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5525,"
            Solo Parent Baby Memory Book, Modern Baby Record Book for gifting as a Baby Shower Gift, New Baby Gift, New Parent Gift for Single Parent
        ",30.57,30.57,"
                    (721)
                ","
    Etsy’s Pick
"
5526,"
            Minimalist Journal, Personalized Journal, Custom Travel Leather Journal, Blank Page Journal or Lined / Dot / Recipe
        ",42.87,53.59,"
                    (6,666)
                ",No badge
5527,"
            Moon Phases Notebook • Small Blank Notebook • Black Notebook • Moon Journal • Pocket Notebooks
        ",5.00,5.00,"
                    (2,278)
                ","
    Etsy’s Pick
"
5528,"
            Leather Guitar Pick Holder, personalised guitar pick holder, personalised gift, Christmas gift, guitar accessories, guitarist gifts,
        ",93.04,93.04,"
                    (53)
                ","
    Etsy’s Pick
"
5529,"
            Customizable Gohonzon Enshrinement Congratulations Card - Bookmarks - Chanting Hands Sun/Moon - Nichiren Buddhism - Daimoku - Custom Card
        ",7.00,7.00,"
                    (3)
                ","
    Etsy’s Pick
"
5530,"
            Snake Bookmark Leather in Custom Color Nightscape Celestial Wiccan Serpent Reptile Journal Marker Bookworm Book Lover Gift
        ",11.00,11.00,"
                    (1,036)
                ","
    Etsy’s Pick
"
5531,"
            Mini Letterpress Notepad, Handmade Notepad, Small Notepad
        ",8.00,8.00,"
                    (96)
                ","
    Etsy’s Pick
"
5532,"
            Lizard Bookmark | Leather Reptile Bookmark | Unique Gift for Book Lovers | Gecko Bookmark | Wildlife Animal Bookmark | Gift for Bookworm
        ",11.00,11.00,"
                    (1,036)
                ","
    Etsy’s Pick
"
5533,"
            Bride to Bee Recipe Card Binder, Personalize Recipe Book, Custom Recipe Book, Shower Gift, Mom, Bumble Bee, 3 Ring Binder, 4 x 6 Engraved
        ",22.00,22.00,"
                    (1,043)
                ","
    Etsy’s Pick
"
5534,"
            SECONDS Colourful A5 lined notebook with elastic closure
        ",6.65,6.65,"
                    (3,755)
                ","
    Etsy’s Pick
"
5535,"
            Cool Poule Doorstop / Bookend. Elodie
        ",19.90,19.90,"
                    (2,138)
                ","
    Etsy’s Pick
"
5536,"
            e-book ""WILD DYES. On natural dyeing textiles with plants"" / botanical dyes / over 50 recipes / plant dyeing
        ",17.80,17.80,"
                    (77)
                ","
    Etsy’s Pick
"
5537,"
            Flower Bouquet Acrylic Bookmarks, Mouse Inspired, Disney, Star Wars Theme, reading time, bookmark, acrylic bookmark
        ",6.00,6.00,"
                    (61)
                ",No badge
5538,"
            Cotton Fabric 2024-25 Pocket Calendar
        ",10.50,10.50,"
                    (872)
                ",No badge
5539,"
            Vintage Science Book, Student Book, 1939 Book, Zoology Book, Education Book, Chart o Graph Company, Elementary Zoology, Collectible Books
        ",24.50,24.50,"
                    (534)
                ",No badge
5540,"
            Blank Notebook/Journal with Sacred Goddess and Full Moon Illustration, Journal, Diary, Dream Log, Spell Book, Log Book, Artistic Planner
        ",16.00,16.00,"
                    (447)
                ",No badge
5541,"
            Really Really Organized Weekly Planner Journal - Desk Planner | Weekly Planner | Planner Notebook | Undated Agenda
        ",17.00,17.00,"
                    (4,459)
                ","
    Etsy’s Pick
"
5542,"
            Weekly Habit Tracker, Weekly Habit Planner, Undated Habit Planner, Aesthetic Habit Tracker, Weekly Goal Tracker, Daily Habit Tracker
        ",13.99,13.99,"
                    (48)
                ","
    Etsy’s Pick
"
5543,"
            Grocery List Notepad, Shopping List, Food, Planner, Checklist, Mum gift, Daily Checklist, Stationery
        ",5.32,5.32,"
                    (4,549)
                ","
    Etsy’s Pick
"
5544,"
            A6 Binder Wallet | Travel Wallet | Cash Wallet |A6 Wallet for Cash Envelope | A6 Ring Binder |Personal Size Agenda |Budgeting cash envelope
        ",34.54,34.54,"
                    (1,131)
                ","
    Etsy’s Pick
"
5545,"
            Pink peony painting on bookmark, peony flower painting on bookmark, peony watercolor, gift for reader, floral art pink flower, gift for her
        ",11.33,11.33,"
                    (893)
                ","
    Etsy’s Pick
"
5546,"
            Black Left Guitar Hanger - Male Hand
        ",104.00,104.00,"
                    (478)
                ","
    Etsy’s Pick
"
5547,"
            2023 Wood Calendar with boxes, Monthly Calendar, Wall decor, Simple wood calendar, monthly minimal, Natural wood, Dark wood, modern planner
        ",17.60,22.00,"
                    (1,045)
                ",No badge
5548,"
            Leather sketchbook cover - personalized artists gifts. For A4, 8,3*11,7 inch sketchbook. gift for painter.
        ",111.00,148.00,"
                    (265)
                ",No badge
5549,"
            Field Notes cover, Leather journal cover, A6 traveler notebook, Personalized mothers day gift, Graduation gift
        ",32.00,32.00,"
                    (7,122)
                ","
    Etsy’s Pick
"
5550,"
            Hardcover Blank Recipe Book Custom Food Journal 304 pages
        ",28.00,35.00,"
                    (762)
                ",No badge
5551,"
            2024 Calendar - Here
        ",29.24,29.24,"
                    (93)
                ","
    Etsy’s Pick
"
5552,"
            Custom Notebook Personalized Blank Journal to Write In 304 Pages
        ",25.60,32.00,"
                    (762)
                ",No badge
5553,"
            Simple Note Pages Bundle - Happy Planner - Lined, Dot Grid, Square Grid - for print or digital planning
        ",2.00,4.00,0,No badge
5554,"
            Abroad by Thomas Crane and Ellen Elizabeth Houghton
        ",0.22,0.22,"
                    (73)
                ",No badge
5555,"
            Circle Bubble Topper Custom Bookmark - Teacher Appreciation Gifts - Young Readers - Personalized Presents - Gift for Her, Mom, Grandma
        ",6.00,6.00,"
                    (153)
                ",No badge
5556,"
            All new kindle 6"" 2022 case kindle case cover paperwhite 2021 cover paperwhite 6.8 case kindle 10th 11th Generation Cover Abstract
        ",25.80,32.25,"
                    (11,853)
                ",No badge
5557,"
            Beach Spiral Notebook - A Sea View
        ",15.88,15.88,"
                    (1,270)
                ","
    Etsy’s Pick
"
5558,"
            Daisy Spiral Notebook - After the Rain
        ",15.88,15.88,"
                    (1,270)
                ","
    Etsy’s Pick
"
5559,"
            Wood Notebook Journal Mini Pocketbook
        ",20.00,20.00,"
                    (1,065)
                ","
    Etsy’s Pick
"
